source	topic	slug	bucket	signal_type	score	seed	generated_at
radar-v2	what is payment processor fees too high	what-is-payment-processor-fees-too-high	payments	money	26	payment processor fees too high	2026-03-09T19:23:00.232825+00:00
radar-v2	ai automation for small business fees	ai-automation-for-small-business-fees	automation	money	25	ai automation for small business	2026-03-09T19:23:00.232825+00:00
radar-v2	ai automation for small business for small business carlsbad	ai-automation-for-small-business-for-small-business-carlsbad	automation	local	25	ai automation for small business	2026-03-09T19:23:00.232825+00:00
radar-v2	ai automation for small business for small business coronado	ai-automation-for-small-business-for-small-business-coronado	automation	local	25	ai automation for small business	2026-03-09T19:23:00.232825+00:00
radar-v2	ai automation for small business for small business encinitas	ai-automation-for-small-business-for-small-business-encinitas	automation	local	25	ai automation for small business	2026-03-09T19:23:00.232825+00:00
radar-v2	ai automation for small business for small business escondido	ai-automation-for-small-business-for-small-business-escondido	automation	local	25	ai automation for small business	2026-03-09T19:23:00.232825+00:00
radar-v2	ai automation for small business for small business oceanside	ai-automation-for-small-business-for-small-business-oceanside	automation	local	25	ai automation for small business	2026-03-09T19:23:00.232825+00:00
radar-v2	ai automation for small business for small business vista	ai-automation-for-small-business-for-small-business-vista	automation	local	25	ai automation for small business	2026-03-09T19:23:00.232825+00:00
radar-v2	ai chatbot for local business near me carlsbad	ai-chatbot-for-local-business-near-me-carlsbad	automation	local	25	ai chatbot for local business	2026-03-09T19:23:00.232825+00:00
radar-v2	ai chatbot for local business near me coronado	ai-chatbot-for-local-business-near-me-coronado	automation	local	25	ai chatbot for local business	2026-03-09T19:23:00.232825+00:00
radar-v2	ai chatbot for local business near me encinitas	ai-chatbot-for-local-business-near-me-encinitas	automation	local	25	ai chatbot for local business	2026-03-09T19:23:00.232825+00:00
radar-v2	ai chatbot for local business near me escondido	ai-chatbot-for-local-business-near-me-escondido	automation	local	25	ai chatbot for local business	2026-03-09T19:23:00.232825+00:00
radar-v2	ai chatbot for local business near me oceanside	ai-chatbot-for-local-business-near-me-oceanside	automation	local	25	ai chatbot for local business	2026-03-09T19:23:00.232825+00:00
radar-v2	ai chatbot for local business near me vista	ai-chatbot-for-local-business-near-me-vista	automation	local	25	ai chatbot for local business	2026-03-09T19:23:00.232825+00:00
radar-v2	bookkeeping automation for contractors near me del mar	bookkeeping-automation-for-contractors-near-me-del-mar	automation	local	25	bookkeeping automation for contractors	2026-03-09T19:23:00.232825+00:00
radar-v2	bookkeeping automation for contractors near me la jolla	bookkeeping-automation-for-contractors-near-me-la-jolla	automation	local	25	bookkeeping automation for contractors	2026-03-09T19:23:00.232825+00:00
radar-v2	bookkeeping automation for contractors near me san diego	bookkeeping-automation-for-contractors-near-me-san-diego	automation	local	25	bookkeeping automation for contractors	2026-03-09T19:23:00.232825+00:00
radar-v2	bookkeeping automation for contractors near me san marcos	bookkeeping-automation-for-contractors-near-me-san-marcos	automation	local	25	bookkeeping automation for contractors	2026-03-09T19:23:00.232825+00:00
radar-v2	compliance software explained alternatives	compliance-software-explained-alternatives	automation	comparison	25	compliance software explained	2026-03-09T19:23:00.232825+00:00
radar-v2	compliance software explained carlsbad	compliance-software-explained-carlsbad	automation	local	25	compliance software explained	2026-03-09T19:23:00.232825+00:00
radar-v2	compliance software explained coronado	compliance-software-explained-coronado	automation	local	25	compliance software explained	2026-03-09T19:23:00.232825+00:00
radar-v2	compliance software explained encinitas	compliance-software-explained-encinitas	automation	local	25	compliance software explained	2026-03-09T19:23:00.232825+00:00
radar-v2	compliance software explained escondido	compliance-software-explained-escondido	automation	local	25	compliance software explained	2026-03-09T19:23:00.232825+00:00
radar-v2	compliance software explained oceanside	compliance-software-explained-oceanside	automation	local	25	compliance software explained	2026-03-09T19:23:00.232825+00:00
radar-v2	compliance software explained vista	compliance-software-explained-vista	automation	local	25	compliance software explained	2026-03-09T19:23:00.232825+00:00
radar-v2	crm setup for small business near me carlsbad	crm-setup-for-small-business-near-me-carlsbad	automation	local	25	crm setup for small business	2026-03-09T19:23:00.232825+00:00
radar-v2	crm setup for small business near me coronado	crm-setup-for-small-business-near-me-coronado	automation	local	25	crm setup for small business	2026-03-09T19:23:00.232825+00:00
radar-v2	crm setup for small business near me encinitas	crm-setup-for-small-business-near-me-encinitas	automation	local	25	crm setup for small business	2026-03-09T19:23:00.232825+00:00
radar-v2	crm setup for small business near me escondido	crm-setup-for-small-business-near-me-escondido	automation	local	25	crm setup for small business	2026-03-09T19:23:00.232825+00:00
radar-v2	crm setup for small business near me oceanside	crm-setup-for-small-business-near-me-oceanside	automation	local	25	crm setup for small business	2026-03-09T19:23:00.232825+00:00
radar-v2	crm setup for small business near me vista	crm-setup-for-small-business-near-me-vista	automation	local	25	crm setup for small business	2026-03-09T19:23:00.232825+00:00
radar-v2	how do i fix hvac repair cost	how-do-i-fix-hvac-repair-cost	automation	money	25	hvac repair cost	2026-03-09T19:23:00.232825+00:00
radar-v2	hvac repair cost cost carlsbad	hvac-repair-cost-cost-carlsbad	automation	money	25	hvac repair cost	2026-03-09T19:23:00.232825+00:00
radar-v2	hvac repair cost cost coronado	hvac-repair-cost-cost-coronado	automation	money	25	hvac repair cost	2026-03-09T19:23:00.232825+00:00
radar-v2	hvac repair cost cost encinitas	hvac-repair-cost-cost-encinitas	automation	money	25	hvac repair cost	2026-03-09T19:23:00.232825+00:00
radar-v2	hvac repair cost cost escondido	hvac-repair-cost-cost-escondido	automation	money	25	hvac repair cost	2026-03-09T19:23:00.232825+00:00
radar-v2	hvac repair cost cost oceanside	hvac-repair-cost-cost-oceanside	automation	money	25	hvac repair cost	2026-03-09T19:23:00.232825+00:00
radar-v2	hvac repair cost cost vista	hvac-repair-cost-cost-vista	automation	money	25	hvac repair cost	2026-03-09T19:23:00.232825+00:00
radar-v2	hvac repair cost del mar	hvac-repair-cost-del-mar	automation	money	25	hvac repair cost	2026-03-09T19:23:00.232825+00:00
radar-v2	hvac repair cost for medical offices	hvac-repair-cost-for-medical-offices	automation	money	25	hvac repair cost	2026-03-09T19:23:00.232825+00:00
radar-v2	hvac repair cost la jolla	hvac-repair-cost-la-jolla	automation	money	25	hvac repair cost	2026-03-09T19:23:00.232825+00:00
radar-v2	hvac repair cost near me	hvac-repair-cost-near-me	automation	money	25	hvac repair cost	2026-03-09T19:23:00.232825+00:00
radar-v2	hvac repair cost san diego	hvac-repair-cost-san-diego	automation	money	25	hvac repair cost	2026-03-09T19:23:00.232825+00:00
radar-v2	hvac repair cost san marcos	hvac-repair-cost-san-marcos	automation	money	25	hvac repair cost	2026-03-09T19:23:00.232825+00:00
radar-v2	is compliance software explained worth it	is-compliance-software-explained-worth-it	automation	money	25	compliance software explained	2026-03-09T19:23:00.232825+00:00
radar-v2	medical device software support explained	medical-device-software-support-explained	automation	intent	25	medical device software support	2026-03-09T19:23:00.232825+00:00
radar-v2	medical device software support not working	medical-device-software-support-not-working	automation	urgency	25	medical device software support	2026-03-09T19:23:00.232825+00:00
radar-v2	medical device software support save money	medical-device-software-support-save-money	automation	money	25	medical device software support	2026-03-09T19:23:00.232825+00:00
radar-v2	medical device software support stopped working	medical-device-software-support-stopped-working	automation	urgency	25	medical device software support	2026-03-09T19:23:00.232825+00:00
radar-v2	medical device software support urgent help	medical-device-software-support-urgent-help	automation	urgency	25	medical device software support	2026-03-09T19:23:00.232825+00:00
radar-v2	medical device software support vs manual process	medical-device-software-support-vs-manual-process	automation	comparison	25	medical device software support	2026-03-09T19:23:00.232825+00:00
radar-v2	medical device software support worth it	medical-device-software-support-worth-it	automation	money	25	medical device software support	2026-03-09T19:23:00.232825+00:00
radar-v2	medical office software setup for small business del mar	medical-office-software-setup-for-small-business-del-mar	automation	local	25	medical office software setup	2026-03-09T19:23:00.232825+00:00
radar-v2	medical office software setup for small business la jolla	medical-office-software-setup-for-small-business-la-jolla	automation	local	25	medical office software setup	2026-03-09T19:23:00.232825+00:00
radar-v2	medical office software setup for small business san diego	medical-office-software-setup-for-small-business-san-diego	automation	local	25	medical office software setup	2026-03-09T19:23:00.232825+00:00
radar-v2	medical office software setup for small business san marcos	medical-office-software-setup-for-small-business-san-marcos	automation	local	25	medical office software setup	2026-03-09T19:23:00.232825+00:00
radar-v2	vacation rental automation for small business chula vista	vacation-rental-automation-for-small-business-chula-vista	automation	local	25	vacation rental automation	2026-03-09T19:23:00.232825+00:00
radar-v2	contractor leads too expensive near me del mar	contractor-leads-too-expensive-near-me-del-mar	local-services	local	25	contractor leads too expensive	2026-03-09T19:23:00.232825+00:00
radar-v2	contractor leads too expensive near me la jolla	contractor-leads-too-expensive-near-me-la-jolla	local-services	local	25	contractor leads too expensive	2026-03-09T19:23:00.232825+00:00
radar-v2	contractor leads too expensive near me san diego	contractor-leads-too-expensive-near-me-san-diego	local-services	local	25	contractor leads too expensive	2026-03-09T19:23:00.232825+00:00
radar-v2	contractor leads too expensive near me san marcos	contractor-leads-too-expensive-near-me-san-marcos	local-services	local	25	contractor leads too expensive	2026-03-09T19:23:00.232825+00:00
